id;wkt_a;wkt_b;real_result_polygon_count;real_result_area;epeck_result_polygon_count;epeck_result_area;bg_polygon_count;bg_area;real_error_area;epeck_error_area;status
issue_930_sym_difference; MULTIPOLYGON(((0 0,0 10,10 10,10 0,0 0))); MULTIPOLYGON(((-10 2,5 3,20 2,-10 2))); 1; 98.3333; 1; 98.3333; 4; 98.3333; 0; 2.59052e-15; OK
bug_21155501_sym_difference; MULTIPOLYGON(((-8.3935546875 27.449790329784214,4.9658203125 18.729501999072138,11.8212890625 23.563987128451217,9.7119140625 25.48295117535531,9.8876953125 31.728167146023935,8.3056640625 32.99023555965106,8.5693359375 37.16031654673677,-1.8896484375 35.60371874069731,-0.5712890625 32.02670629333614,-8.9208984375 29.458731185355344,-8.3935546875 27.449790329784214))); MULTIPOLYGON(((4.9658203125 18.729501999072138,-3.4868710311820115 24.246968623627644,8.3589904332912 33.833614418115445,8.3056640625 32.99023555965106,9.8876953125 31.728167146023935,9.7119140625 25.48295117535531,11.8212890625 23.563987128451217,4.9658203125 18.729501999072138)),((-3.88714525609152 24.508246314579743,-8.3935546875 27.449790329784214,-8.9208984375 29.458731185355344,-0.5712890625 32.02670629333614,-1.8896484375 35.60371874069731,8.5693359375 37.16031654673677,8.362166569827938 33.883846345901595,-3.88714525609152 24.508246314579743))); 1; 3.75894; 1; 3.75894; 2; 3.75894; 0; 3.53367e-14; OK
mysql_21965285_b_sym_difference; MULTIPOLYGON(((3 0, -19 -19, -7 3, -2 10, 15 0, 3 0))); MULTIPOLYGON(((1 1, 3 0, 19 -8, -4 -3, 1 1)),((3 0, -2 7, -3 16, 1 19, 8 12, 3 0))); 1; 314.928; 1; 314.928; 2; 119.599; 0; 195.329; OK
mysql_23023665_7_sym_difference; MULTIPOLYGON(((4 5,12 11,-12 -3,4 5))); MULTIPOLYGON(((5 4,-14 0,1 0,5 4)),((1 6,13 0,10 12,1 6))); 1; 89.3899; 1; 89.3899; 7; 89.3899; 0; 1.62569e-14; OK
mysql_23023665_8_sym_difference; MULTIPOLYGON(((0 0,0 40,40 40,40 0,0 0),(10 10,30 10,30 30,10 30,10 10))); MULTIPOLYGON(((10 10,10 20,20 10,10 10)),((20 10,30 20,30 10,20 10)),((10 20,10 30,20 20,10 20)),((20 20,30 30,30 20,20 20))); 1; 1400.; 1; 1400; 1; 1400; 0; 0; OK
mysql_23023665_9_sym_difference; MULTIPOLYGON(((0 0, 0 40, 40 40, 40 0, 0 0),(10 10, 30 10, 30 30, 10 30, 10 10))); MULTIPOLYGON(((15 10, 10 15, 10 17, 15 10)),((15 10, 10 20, 10 22, 15 10)),((15 10, 10 25, 10 27, 15 10)),((25 10, 30 17, 30 15, 25 10)),((25 10, 30 22, 30 20, 25 10)),((25 10, 30 27, 30 25, 25 10)),((18 10, 20 30, 19 10, 18 10)),((21 10, 20 30, 22 10, 21 10))); 1; 1250.; 1; 1250; 1; 1250; 0; 0; OK
mysql_23023665_12_sym_difference; MULTIPOLYGON(((6 7,18 14,-8 1,0 0,18 -8,6 7),(6 0,-4 3,5 3,6 0))); MULTIPOLYGON(((2 3,-3 5,-10 -1,2 3))); 1; 115.875; 1; 115.875; 5; 115.875; 0; 6.7552e-15; OK
mysql_regression_1_65_2017_08_31_sym_difference; MULTIPOLYGON(((23.695652173913043 4.3478260869565215,23.333333333333336 4.166666666666667,25 0,23.695652173913043 4.3478260869565215)),((10 15,0 15,8.870967741935484 9.67741935483871,10.777777750841748 14.44444437710437,10 15))); MULTIPOLYGON(((10 15,20 15,15 25,10 15)),((10 15,0 15,7 10,5 0,15 5,15.90909090909091 4.545454545454546,17 10,10 15)),((23.695652173913043 4.3478260869565215,20 2.5,25 0,23.695652173913043 4.3478260869565215))); 2; 152.064; 2; 152.064; 3; 152.064; 0; 1.4803e-15; OK
case_1_union; POLYGON((0 1,2 5,5 3,0 1)); POLYGON((3 0,0 3,4 5,3 0)); 1; 11.5264; 1; 11.5264; 1; 11.5264; 0; 9.7105e-16; OK
ccw_case_1_union; POLYGON((0 1,5 3,2 5,0 1)); POLYGON((3 0,4 5,0 3,3 0)); 1; 11.5264; 1; 11.5264; 1; 11.5264; 0; 9.7105e-16; OK
open_case_1_union; POLYGON((0 1,2 5,5 3)); POLYGON((3 0,0 3,4 5)); 1; 11.5264; 1; 11.5264; 1; 11.5264; 0; 9.7105e-16; OK
case_2_union; POLYGON((0 2,2 5,5 3,3 0,0 2)); POLYGON((0 4,4 5,5 1,1 0,0 4)); 1; 17.9455; 1; 17.9455; 1; 17.9455; 0; 1.55431e-15; OK
case_3_union; POLYGON((1 2,2 4,4 3,3 1,1 2)); POLYGON((1 1,1 4,4 4,4 1,1 1)); 1; 9.; 1; 9; 1; 9; 0; 0; OK
case_3_sph_union; POLYGON((1 2,2 4.0012148518458881,4 3,3.0001521347633209 1.0003046174216719,1 2)); POLYGON((1 1,1 4,4 4,4 1,1 1)); 1; 9.00000; 1; 9; 1; 9; 0; 1.26292e-19; OK
case_3_2_union; POLYGON((1 1,1 2,1 4,2 4,4 4,4 3,4 1,3 1,1 1)); POLYGON((1 1,1 4,4 4,4 1,1 1)); 1; 9.; 1; 9; 1; 9; 0; 0; OK
case_3_2_sph_union; POLYGON((1 1,1 2,1 4,2 4.0012148518458881,4 4, 4 3,4 1,3.0001521347633209 1.0003046174216719,1 1)); POLYGON((1 1,1 4,4 4,4 1,1 1)); 1; 9.00182; 1; 9.00182; 1; 9.00182; 0; 0; OK
case_4_union; POLYGON((0 2,2 5,5 3,3 0,0 2)); POLYGON((0 4,4 5,5 1,1 0,0 4),(1 1,2 1,2 2,1 2,1 1),(3 3,4 3,4 4,3 4,3 3)); 1; 17.7788; 1; 17.7788; 1; 17.7788; 0; 1.62833e-15; OK
case_5_union; POLYGON((0 4,1 5,2.5 4,3.5 5,5 4,4 3,5 2,4 1,3.5 0,3 1,2.5 0,2 1,1.5 0,1 3.5,0.25 3,1 2.5,0 2,0 4)); POLYGON((0.5 0.5,0.5 4.5,4.5 4.5,4.5 0.5,0.5 0.5)); 1; 18.4345; 1; 18.4345; 1; 18.4345; 0; 1.18952e-16; OK
case_6_union; POLYGON((0 1,2 5,5 2,0 1)); POLYGON((1 3,2 5,5 2,1 3)); 1; 9.; 1; 9; 1; 9; 0; 0; OK
case_6_sph_union; POLYGON((0 1,2 5,5 2,0 1)); POLYGON((0.99816884334995659 3.0004544452169379,2 5,5 2,0.99816884334995659 3.0004544452169379)); 1; 9.00206; 1; 9.00206; 1; 9.00206; 0; 4.444e-16; OK
case_7_union; POLYGON((0 1,1 3,5 2,0 1)); POLYGON((1 3,2 5,5 2,1 3)); 1; 9.; 1; 9; 1; 9; 0; 0; OK
case_8_union; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((1 3,4 4,3 1,1 3)); 1; 12.; 1; 12; 1; 12; 0; 0; OK
case_8_sph_union; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((1.0023984691325358 3.0008039480973441,4 4,3.0005710779764270 1.0017165445544389,1.0023984691325358 3.0008039480973441)); 2; 11.9945; 2; 11.9945; 2; 11.9945; 0; 0; OK
case_9_union; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((2 2,2 4,5 4,2 2)); 1; 11.; 1; 11; 2; 11; 0; 0; OK
case_9_sph_union; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((2.0021918671997510 2.0014662914956771,2 4,5 4,2.0021918671997510 2.0014662914956771)); 2; 10.9978; 2; 10.9978; 2; 10.9978; 0; 0; OK
ccw_case_9_union; POLYGON((0 0,4 0,0 4,0 0)); POLYGON((2 2,5 4,2 4,2 2)); 1; 11.; 1; 11; 2; 11; 0; 0; OK
open_case_9_union; POLYGON((0 0,0 4,4 0)); POLYGON((2 2,2 4,5 4)); 1; 11.; 1; 11; 2; 11; 0; 0; OK
case_10_union; POLYGON((0 0,2 4,4 0,0 0)); POLYGON((1 2,2 5,3 2,2 4,1 2)); 1; 9.; 1; 9; 1; 9; 0; 0; OK
case_10_sph_union; POLYGON((0 0,2 4,4 0,0 0)); POLYGON((1.0027234797707729 2.0081941097810105,2 5,2.9972765202292275 2.0081941097810105,2 4,1.0027234797707729 2.0081941097810105)); 1; 8.99728; 1; 8.99728; 2; 8.99728; 0; 0; OK
case_11_union; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((1 2,2 2,2 1,1 1)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
case_11_sph_union; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((1 2,2 2.0036594926050890,2 1,1 1)); 1; 8.00001; 1; 8.00001; 1; 8.00001; 0; 2.00211e-19; OK
case_12_union; POLYGON((0 1,1 4,2 2,3 4,4 1,0 1)); POLYGON((0 3,2 4,4 3,0 3)); 1; 8.36667; 1; 8.36667; 1; 8.36667; 0; 4.959e-16; OK
case_13_union; POLYGON((0 1,1 2,3 0,0 1)); POLYGON((0 3,2 3,2 1,0 3)); 1; 4.; 1; 4; 1; 4; 0; 0; OK
case_13_sph_union; POLYGON((0 1,1 2,3 0,0 1)); POLYGON((0 2.9977189008308094,2 3,2 1.0004570537241211,0 2.9977189008308094)); 1; 3.99924; 1; 3.99924; 1; 3.99924; 0; 4.82354e-17; OK
case_14_union; POLYGON((0 0,0 4,2 2,4 0,0 0)); POLYGON((1 3,4 4,3 1,1 3)); 1; 12.; 1; 12; 1; 12; 0; 0; OK
case_14_sph_union; POLYGON((0 0,0 4,2 2.0036594926050877,4 0,0 0)); POLYGON((1.0023984691325358 3.0008039480973441,4 4,3.0005710779764270 1.0017165445544389,1.0023984691325358 3.0008039480973441)); 1; 12.0013; 1; 12.0013; 1; 12.0013; 0; 5.06801e-16; OK
case_15_union; POLYGON((0 0,0 4,1.5 2.5,2.5 1.5,4 0,0 0)); POLYGON((1 3,4 4,3 1,1 3)); 1; 12.; 1; 12; 1; 12; 0; 0; OK
case_15_sph_union; POLYGON((0 0,0 4,1.5 2.5037147591481679,2.5 1.5031461368777814,4 0,0 0)); POLYGON((1.0023984691325358 3.0008039480973441,4 4,3.0005710779764270 1.0017165445544389,1.0023984691325358 3.0008039480973441)); 1; 12.0022; 1; 12.0022; 1; 12.0022; 0; 1.54139e-16; OK
case_16_union; POLYGON((1 2,3 4,2 1,1 2)); POLYGON((1 0,1 2,2 1,3 4,2 3,3 5,4 0,1 0)); 1; 9.; 1; 9; 1; 9; 0; 0; OK
case_16_sph_union; POLYGON((1 2,3 4,2 1,1 2)); POLYGON((1 0,1 2,2 1,3 4,2.0013644968330810 3.0027358616998980,3 5,4 0,1 0)); 1; 8.99932; 1; 8.99932; 1; 8.99932; 0; 0; OK
case_17_union; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((1 1,1 3,3 1,1 1)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
case_17_sph_union; POLYGON((0 0,0 4,4 0,0 0)); POLYGON((1 1,1 3.0031983963093531,3 1.0022887548647623,1 1)); 1; 8.00548; 1; 8.00548; 1; 8.00548; 0; 1.11335e-16; OK
case_18_union; POLYGON((0 0,0 4,1.5 2.5,2.5 1.5,4 0,0 0)); POLYGON((1 1,1 3,3 1,1 1)); 1; 8.; 1; 8; 1; 8; 0; 0; OK
case_18_sph_union; POLYGON((0 0,0 4,1.5 2.5037147591481679,2.5 1.5031461368777814,4 0,0 0)); POLYGON((1 1,1 3.0031983963093531,3 1.0022887548647623,1 1)); 1; 8.00868; 1; 8.00868; 1; 8.00868; 0; 2.09564e-16; OK
case_19_union; POLYGON((2 0,1 3,5 2,2 0)); POLYGON((1 3,2 5,5 2,1 3)); 1; 10.; 1; 10; 1; 10; 0; 0; OK
case_20_union; POLYGON((2 0,1 3,5 2,2 0)); POLYGON((2 0,1 3,5 2,2 0)); 1; 5.50000; 1; 5.5; 1; 5.5; 0; 0; OK
case_21_union; POLYGON((1 0,0 5,5 2,1 0),(2 1,3 2,1 3,2 1)); POLYGON((2 1,1 3,3 2,2 1)); 1; 11.; 1; 11; 1; 11; 0; 0; OK
case_22_union; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((2 4,5 5,4 2,2 4)); 1; 9.50000; 1; 9.5; 2; 9.5; 0; 0; OK
case_23_union; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((3 3,4 2,1 1,3 3)); 1; 6.10000; 1; 6.1; 1; 6.1; 0; 1.33227e-16; OK
case_24_union; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((2 2,4 2,1 1,2 2)); 1; 5.50000; 1; 5.5; 1; 5.5; 0; 0; OK
case_25_union; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((3 1,4 2,5 0,3 1)); 1; 7.; 1; 7; 2; 7; 0; 0; OK
case_26_union; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((3 1,4 2,5 4,4 0,3 1)); 1; 7.50000; 1; 7.5; 2; 7.5; 0; 0; OK
case_27_union; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((1 1,4 2,5 0,1 1)); 1; 8.04545; 1; 8.04545; 1; 8.04545; 0; 4.03717e-17; OK
case_28_union; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((1 1,4 2,5 4,5 0,1 1)); 1; 10.0455; 1; 10.0455; 1; 10.0455; 0; 4.03717e-17; OK
case_29_union; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((4 4,5 1,4 2,1 1,4 4)); 1; 8.10000; 1; 8.1; 1; 8.1; 0; 1.33227e-16; OK
case_30_union; POLYGON((1 0,0 3,2 2,3 3,1 0)); POLYGON((1 2,2 2,2 4,4 3,3 1,1 2)); 1; 6.50000; 1; 6.5; 1; 6.5; 0; 0; OK
case_31_union; POLYGON((0 0,0 3,2 2,0 0)); POLYGON((4 1,2 2,3 3,4 1)); 1; 4.50000; 1; 4.5; 2; 4.5; 0; 0; OK
case_32_union; POLYGON((0 0,0 3,2 2,0 0)); POLYGON((4 1,3 0,2 2,4 1)); 1; 4.50000; 1; 4.5; 2; 4.5; 0; 0; OK
case_33_union; POLYGON((0 0,0 3,2 2,0 0)); POLYGON((3 3,3 0,2 2,3 3)); 1; 4.50000; 1; 4.5; 2; 4.5; 0; 0; OK
case_34_union; POLYGON((2 0,0 3,4 2,2 0)); POLYGON((2 1,4 2,5 3,4 1,2 1)); 1; 6.; 1; 6; 1; 6; 0; 0; OK
case_35_union; POLYGON((1 0,0 3,5 3,4 2,5 1,1 0)); POLYGON((2 2,4 2,4 1,2 2)); 1; 10.5000; 1; 10.5; 1; 10.5; 0; 0; OK
case_36_union; POLYGON((1 0,0 3,4 2,1 0)); POLYGON((1 5,5 5,4 2,3 3,2 1,1 2,1 5)); 1; 14.3750; 1; 14.375; 1; 14.375; 0; 1.4803e-16; OK
case_37_union; POLYGON((4 0,2 2,5 5,4 0)); POLYGON((0 2,4 3,2 2,4 1,0 2)); 1; 7.33333; 1; 7.33333; 1; 7.33333; 0; 2.96059e-16; OK
case_38_union; POLYGON((4 0,3 3,2 2,4 5,5 2,4 0)); POLYGON((1 1,1 3,4 4,3 3,4 2,1 1)); 1; 9.52857; 1; 9.52857; 1; 9.52857; 0; 4.09196e-16; OK
case_39_union; POLYGON((0 4,4 8,7 7,8 4,5 3,4 0,0 4)); POLYGON((0 4,4 8,5 5,8 4,7 1,4 0,0 4)); 1; 40.; 1; 40; 1; 40; 0; 0; OK
case_40_union; POLYGON((0 1,1 2,2 1,3 2,4 1,5 2,4 0,2 0,0 1)); POLYGON((0 3,2 4,4 4,5 2,4 3,3 2,2 3,1 2,0 3)); 1; 11.; 1; 11; 2; 11; 0; 0; OK
case_41_union; POLYGON((3 1,1 4,3 3.5,5 3,3 1)); POLYGON((3 1,1 4,5 3,4 2,3 1)); 1; 5.; 1; 5; 1; 5; 0; 0; OK
case_42_union; POLYGON((3 1,1 4,3 3.5,5 3,5 3,3 1)); POLYGON((3 1,1 4,1 4,5 3,4 2,3 1)); 1; 5.; 1; 5; 1; 5; 0; 0; OK
case_43_union; POLYGON((1 2,1 1,2 1,2 2.25,3 2.25,3 0,0 0,0 3,3 3,2.75 2,1 2)); POLYGON((1.5 1.5,1.5 2.5,2.5 2.5,2.5 1.5,1.5 1.5)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_44_union; POLYGON((0 0,0 3,3 3,3 2,0 1.5,3 1,3 0,0 0)); POLYGON((1 1,1 2,2 2,2 1,1 1)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_45_union; POLYGON((0.5 0,0.5 3,3 3,3 2,0 1.5,3 1,3 0,0.5 0)); POLYGON((1 1,1 2,2 2,2 1,1 1)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_46_union; POLYGON((2 0,2 3,5 3,5 2,2 1.5,5 1,5 0,2 0)); POLYGON((1.5 1,1.5 2,2.5 2,2.5 1,1.5 1)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_47_union; POLYGON((2.5 0,2.5 3,5 3,5 2,2 1.5,5 1,5 0,2.5 0)); POLYGON((2 1,2 2,3 2,3 1,2 1)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_49_union; POLYGON((1 0,1 1,2 2,3 3,4 3,4 0,1 0)); POLYGON((0 2,2 5,5 2,5 0,2 0,2 2,0 2)); 1; 15.; 1; 15; 1; 15; 0; 0; OK
case_50_union; POLYGON((0 0,0 3,2 3,4 3,4 0,0 0)); POLYGON((0 3,0 5,5 5,5 0,4 0,4 3,2 3,0 3)); 1; 25.; 1; 25; 1; 25; 0; 0; OK
case_51_union; POLYGON((0 0,0 5,5 5,5 0,0 0),(4 1,3 4,1 2,4 1)); POLYGON((1 2,3 4,4 1,1 2)); 1; 25.; 1; 25; 1; 25; 0; 0; OK
case_52_union; POLYGON((0 0,1 4,3 1,4 4,1 4,5 5,5 0,0 0)); POLYGON((0 0,1 4,3 1,4 4,1 4,5 5,4 1,0 0)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_53_union; POLYGON((2 2,2 3,3 3,3 2,2 2)); POLYGON((0 2,0 5,5 5,5 0,2 0,2 2,3 2,3 1,4 1,4 4,1 4,1 3,2 3,2 2,0 2)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_54_union; POLYGON((2 2,2 3,4 3,4 0,1 0,1 2,2 2,2 1,3 1,3 2,2 2)); POLYGON((2 2,2 3,4 3,4 0,1 0,1 2,2 2),(2 1,3 1,3 2,2 2,2 1)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_55_union; POLYGON((2 2,3 3,4 3,4 0,1 0,1 1,2 2,2 1,3 1,3 2,2 2)); POLYGON((2 2,3 3,4 3,4 0,1 0,1 1,2 2),(2 1,3 1,3 2,2 2,2 1)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_56_union; POLYGON((0 0,0 1,2 3,3 0,4 2,5 0,0 0)); POLYGON((1 0,1 4,5 4,5 0,3 0,4 1,4 3,2 3,2 1,3 0,1 0)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_57_union; POLYGON((0 0,0 1,2 3,3 0,4 2,5 0,0 0)); POLYGON((0 0,4 5,5 0,0 0)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_58_union; POLYGON((3 3,3 4,4 4,4 3,3 3)); POLYGON((0 2,0 5,4 4,1 4,1 3,4 4,2 3,2 2,4 4,3 2,4 2,4 4,5 0,0 2)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_59_union; POLYGON((0.5 3,3.5 3.5,3 0.5,2 2,0.5 3)); POLYGON((0 2,0 5,5 5,5 0,2 0,2 2,3 2,3 1,4 1,4 4,1 4,1 3,2 3,2 2,0 2)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_60_union; POLYGON((1 3,5 5,3 1,1 3)); POLYGON((0 2,0 5,5 5,5 0,2 0,2 2,3 2,3 1,4 1,4 4,1 4,1 3,2 3,2 2,0 2)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_61_union; POLYGON((1 1,1 2,2 2,2 3,3 3,3 2,2 2,2 1,1 1)); POLYGON((1 2,1 3,2 3,2 4,3 4,3 3,2 3,2 2,1 2)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_70_union; POLYGON((1 0,1 3,4 3,4 0,1 0),(2 1,3 1,3 2,2 2,2 1)); POLYGON((1 0,1 2,4 2,4 0,3 0,3 1,2 1,2 0,1 0)); 1; 9.; 1; 9; 1; 9; 0; 0; OK
case_71_union; POLYGON((0 0,0 3,1 3,1 1,3 1,3 2,2 2,2 3,3 3,3 2,4 2,4 0,0 0)); POLYGON((0 2,0 3,3 3,3 2,0 2)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_72_union; POLYGON((0 3,4 4,3 0,3 3,2 1,1 2,3 3,0 3)); POLYGON((0 0,1 4,3 3,4 1,0 0)); -1; -1; -1; -1; -1; -1; -1; -1; CGAL ERROR: precondition violation!Expr: is_valid_unknown_polygon(p, t)File: /usr/include/CGAL/General_polygon_set_on_surface_2.hLine: 40
case_79_union; POLYGON((0 0,0 5,5 5,5 3,2 3,2 2,5 2,5 0,0 0)); POLYGON((0 0,0 5,5 5,5 0,2 0,2 2,1 2,1 0,0 0)); 1; 25.; 1; 25; 1; 25; 0; 0; OK
case_80_union; POLYGON((0 5,5 10,10 5,5 0,0 5),(10 5,4 6,5 4,10 5)); POLYGON((10 0,10 10,20 10,20 0,10 0),(10 5,15 3,18 8,10 5)); 1; 129.; 1; 129; 2; 129; 0; 0; OK
case_81_union; POLYGON((0 0,0 10,10 10,10 0,0 0),(10 4,2 7,5 1,10 4)); POLYGON((10 0,10 10,20 10,20 0,10 0),(10 6,15 3,18 8,10 6)); 1; 163.500; 1; 163.5; 1; 163.5; 0; 0; OK
case_82_union; POLYGON((4 4,4 3,1 3,1 2,0 2,0 6,1 6,2 5,2 4,4 4),(2 4,1 4,1.5 3.5,2 4)); POLYGON((3 6,3 5,5 5,5 0,4 0,4 1,2 1,2 3,2 4,1 3,1 5,2 6,3 6),(3 3,3 2,4 2,4 4,2 4,3 3)); 1; 19.7500; 1; 19.75; 1; 19.75; 0; 0; OK
case_83_union; POLYGON((2 4,2 2,0 2,0 6,2 4),(2 4,1 4,1.5 3.5,2 4)); POLYGON((5 6,5 0,2 4,1 3,0 6,5 6)); 1; 20.; 1; 20; 1; 20; 0; 0; OK
case_90_union; POLYGON((0 6,-11 -6,6 0,0 6),(3 1,5 0,-2 0,3 1)); POLYGON((5 4,6 0,9 12,-7 -12,5 -19,5 4)); 1; 221.369; 1; 221.369; 1; 221.369; 0; 8.56906e-16; OK
case_91_union; POLYGON((0 0,10 10,20 0,0 0)); POLYGON((10 5,30 10,20 0,20 5,10 5)); 1; 147.500; 1; 147.5; 1; 147.5; 0; 0; OK
case_92_union; POLYGON((0 0,10 10,20 0,0 0)); POLYGON((10 10,30 10,20 0,20 5,10 10)); 1; 175.; 1; 175; 2; 175; 0; 0; OK
case_93_union; POLYGON((0 0,10 10,20 0,0 0)); POLYGON((10 5,20 7,10 10,30 10,20 0,20 5,10 5)); 1; 172.917; 1; 172.917; 1; 172.917; 0; 3.40468e-15; OK
case_94_union; POLYGON((0 0,10 10,20 0,0 0)); POLYGON((15 5,20 7,10 10,30 10,20 0,20 5,15 5)); 1; 170.; 1; 170; 2; 170; 0; 0; OK
case_95_union; POLYGON((0 0,0 40,40 40,40 0,0 0),(10 10,30 10,30 30,10 30,10 10)); POLYGON((5 15,5 30,30 15,5 15)); 1; 1320.; 1; 1320; 1; 1320; 0; 0; OK
case_96_union; POLYGON((0 0,0 40,40 40,40 0,20 0,0 0),(10 10,20 0,30 10,30 30,10 30,10 10)); POLYGON((10 10,10 30,30 30,30 10,10 10)); 1; 1500.; 1; 1500; 1; 1500; 0; 0; OK
case_97_union; POLYGON((0 5,-6 -17,12 17,0 5),(4 6,5 5,0 1,4 6)); POLYGON((3 9,-15 -5,13 -11,3 9)); 1; 286.799; 1; 286.799; 1; 286.799; 0; 2.3454e-14; OK
case_98_union; POLYGON((5 6,-15 -13,1 -8,5 6)); POLYGON((0 8,-19 6,18 -17,20 8,11 17,0 8),(3 2,3 -1,1 0,3 2),(1 3,4 4,0 -1,1 3)); 1; 653.067; 1; 653.067; 1; 653.067; 0; 1.37132e-14; OK
case_99_union; POLYGON((0 0,0 40,40 40,40 0,0 0),(10 10,20 19,20 20,10 10),(20 20,30 30,20 21,20 20)); POLYGON((10 10,10 30,30 30,30 10,10 10)); 1; 1600.; 1; 1600; 1; 1600; 0; 0; OK
case_100_union; POLYGON((2 1,4 1,4 3,2 3,2 1),(3 1.5,4 3,2.5 2.5,3 1.5)); POLYGON((4 0,8 0,8 4,4 4,4 0)); 1; 19.1250; 1; 19.125; 1; 19.125; 0; 0; OK
case_101_union; POLYGON((0 1,0 5,5 5,5 1,0 1)); POLYGON((3 6,4 5,5 4,3 2,1 4,3 6),(4 5,3 4,3.5 3.5,4 4,4 5)); 1; 21.; 1; 21; 1; 21; 0; 0; OK
case_102_union; POLYGON((1.25 3.75,1.25 5,5 5,5 3.75,1.25 3.75)); POLYGON((3 6,4 5,5 4,3 2,1 4,3 6),(4 5,3 4,3.5 3.5,4 4,4 5)); 1; 8.75000; 1; 8.75; 1; 8.75; 0; 0; OK
case_103_union; POLYGON((0 0,0 1,1 1,1 0,0 0)); POLYGON((0 0,0 1,1 0,0 0)); 1; 1.; 1; 1; 1; 1; 0; 0; OK
case_104_union; POLYGON((0 0,0 10,10 10,10 0,0 0),(1 1,9 1,9 9,1 9,1 1)); POLYGON((1 1,1 9,9 9,9 1,1 1)); 1; 100.; 1; 100; 1; 100; 0; 0; OK
